created_at|id|text|user|lang|label
Wed Feb 02 16:01:00 +0000 2022|1.488905298655912e+18|We cannot continue to be the only major country on the planet who does not guarantee a single day of paid leave to new parents.|216776631.0|en|Democratic Party
Tue Feb 01 21:50:00 +0000 2022|1.4886307390716436e+18|If you're a pharmaceutical CEO, I'm sure you just L-O-O-O-V-E our health care system — best in the world! But if yo… https://t.co/f0iBUgSILG|216776631.0|en|Democratic Party
Tue Feb 01 20:20:00 +0000 2022|1.4886080897249649e+18|I have run for office many times, and I know, it is not easy stuff. But the only way we are going to win change is… https://t.co/BoSrFv1DNR|216776631.0|en|Democratic Party
Tue Feb 01 17:15:00 +0000 2022|1.4885615328710533e+18|After adjusting for inflation, the average worker in this country is making $49 a week LESS than he or she made 49… https://t.co/LDuk93MvKO|216776631.0|en|Democratic Party
Tue Feb 01 00:04:00 +0000 2022|1.4883020735149752e+18|Taking a paid sick day should not be a luxury in the richest country on the face of the planet.|216776631.0|en|Democratic Party
Mon Jan 31 22:12:00 +0000 2022|1.4882738874354934e+18|"Germany guarantees its people 6 weeks of paid sick leave.
Switzerland guarantees its people 3 weeks.
Australia guar… https://t.co/wfaLtueJTf"|216776631.0|en|Democratic Party
Mon Jan 31 17:41:00 +0000 2022|1.488205688249766e+18|"Let me ask you a question. Who has the power in America?

Are we content with so few having so much, and exercising… https://t.co/pSRK9KPK64"|216776631.0|en|Democratic Party
Sun Jan 30 18:40:00 +0000 2022|1.4878581481574072e+18|"In America today, 745 billionaires now own more wealth than the bottom 60% of all our people combined.

And worse,… https://t.co/v33dXKfHZe"|216776631.0|en|Democratic Party
Sat Jan 29 18:00:52 +0000 2022|1.4874859117807616e+18|In my view, a teacher should not pay more in income tax than the wealthiest person in the country.|216776631.0|en|Democratic Party
Sat Jan 29 00:17:34 +0000 2022|1.4872183254784164e+18|At a time when many thousands of essential workers — nurses, grocery workers, transportation workers — have died as… https://t.co/OKT1f5Zx3O|216776631.0|en|Democratic Party
Fri Jan 28 21:31:35 +0000 2022|1.4871765532472156e+18|"I want you to stop for a moment, and think.

Think about the enormous increase in worker productivity over the last… https://t.co/Mgz0SwzOXJ"|216776631.0|en|Democratic Party
Fri Jan 28 20:35:10 +0000 2022|1.4871623577721733e+18|Since Starbucks workers in Buffalo voted to unionize 2 coffee shops, the movement to organize Starbucks nationally… https://t.co/zcQMb1mn6f|216776631.0|en|Democratic Party
Fri Jan 28 19:25:43 +0000 2022|1.4871448773349704e+18|If you think you don't know enough to run for elected office, trust me, I know the U.S. Congress — you know enough.… https://t.co/Ez6XN0Pal9|216776631.0|en|Democratic Party
Fri Jan 28 16:46:00 +0000 2022|1.4871046834244362e+18|While Kroger workers faced a pay cut in the midst of an ongoing, deadly pandemic, its CEO saw his income skyrocket… https://t.co/5cSQo70TS5|216776631.0|en|Democratic Party
Fri Jan 28 16:11:48 +0000 2022|1.4870960762891182e+18|"If Democrats want to win elections, they should stand up and fight for what the American people want. 

And what th… https://t.co/YFMbxuWL8d"|216776631.0|en|Democratic Party
Fri Jan 28 01:00:02 +0000 2022|1.4868666257939046e+18|VICTORY ALERT: Grocery workers in Colorado fought Kroger’s greed and won. I spoke with them this week about what ou… https://t.co/XEzz2KN7fL|216776631.0|en|Democratic Party
Thu Jan 27 16:55:38 +0000 2022|1.4867447225761915e+18|No more endless “negotiations.” No more hiding behind closed doors. It is time for the U.S. Senate to vote on some… https://t.co/Wf1otiXdEb|216776631.0|en|Democratic Party
Thu Jan 27 16:11:36 +0000 2022|1.4867336385490944e+18|When the richest people in this country are getting richer and richer, no, you as a worker should not accept a dete… https://t.co/hXl0xhCtC3|216776631.0|en|Democratic Party
Thu Jan 27 02:15:42 +0000 2022|1.486523277778604e+18|I know it's not easy, but if ever there was a time in American history that we need to stand up and fight back agai… https://t.co/bNv7Ux905N|216776631.0|en|Democratic Party
Thu Jan 27 02:08:12 +0000 2022|1.4865213902033838e+18|"""The majority of people are demoralized. Programs were put into place to help people with loss, but when you apply… https://t.co/KlN6kkEq4X"|216776631.0|en|Democratic Party
Thu Jan 27 01:56:28 +0000 2022|1.4865184379502019e+18|"""You can call Alaska the 'first frontier' of climate change now."" - Meda De Witt, Alaskans Take a Stand https://t.co/zxDoc0HUwF"|216776631.0|en|Democratic Party
Thu Jan 27 01:52:25 +0000 2022|1.4865174178073928e+18|"""We know the solutions. We know that investing in education, in affordable housing, in infrastructure, and in makin… https://t.co/n2SuSiXWt4"|216776631.0|en|Democratic Party
Thu Jan 27 01:42:52 +0000 2022|1.4865150151926129e+18|I get so tired of hearing from politicians who tell us they L-O-O-O-O-V-E the country, and yet they apparently do n… https://t.co/VEwwlZlDLo|216776631.0|en|Democratic Party
Thu Jan 27 01:37:19 +0000 2022|1.486513617814098e+18|"I am sitting in Burlington, Vermont, 50 miles north of me is Canada.

Everybody has health care as a human right in… https://t.co/OKw0AiC7O7"|216776631.0|en|Democratic Party
Thu Jan 27 01:18:57 +0000 2022|1.4865089963956797e+18|"HEY. In case you didn't know it, we have the highest rate of childhood poverty of almost major country. 

As a resu… https://t.co/gVYpsf1iph"|216776631.0|en|Democratic Party
Thu Jan 27 01:14:46 +0000 2022|1.4865079428998636e+18|What does it mean when someone tells you they don't want a redistribution of wealth? I'll tell you — they do not wa… https://t.co/fX6cPHdurl|216776631.0|en|Democratic Party
Thu Jan 27 01:09:40 +0000 2022|1.4865066603697398e+18|We don't talk about it very much, but there is more income and wealth inequality in our country today than at any t… https://t.co/bLXTqZAWFm|216776631.0|en|Democratic Party
Thu Jan 27 01:02:52 +0000 2022|1.4865049501128622e+18|LIVE: We are at a crossroads. We can either continue down the current course and face likely defeat in November. Or… https://t.co/Uzee5WEIlZ|216776631.0|en|Democratic Party
Wed Jan 26 21:16:00 +0000 2022|1.4864478552712192e+18|TONIGHT: We need a new direction. We must show the American people that we are prepared to stand up and fight for t… https://t.co/skZYtJv2Cn|216776631.0|en|Democratic Party
Wed Jan 26 19:01:00 +0000 2022|1.4864138818157445e+18|This is the United States. We are the richest country on the planet. One job should be enough to live with security and dignity.|216776631.0|en|Democratic Party
Wed Jan 26 02:51:52 +0000 2022|1.4861699907347866e+18|"Wage growth from 1979 - 2020:
- For the top 0.1%: wages ⬆️ 389%
- For the top 1%: wages ⬆️ 179%

Meanwhile, in that… https://t.co/04YzvDGLUM"|216776631.0|en|Democratic Party
Wed Jan 26 00:56:37 +0000 2022|1.4861409903689277e+18|Congratulations to David Ortiz on his well-earned election to the Baseball Hall of Fame. https://t.co/iJhBYUplHw|216776631.0|en|Democratic Party
Tue Jan 25 22:26:00 +0000 2022|1.4861030834070938e+18|"This is what a rigged economy is all about.

A recent survey found that more than half of the American people could… https://t.co/mjGYmq4zW3"|216776631.0|en|Democratic Party
Tue Jan 25 20:35:32 +0000 2022|1.4860752838914376e+18|If we have any chance of restoring hope to the millions of Americans who are living in deprivation and despair, we… https://t.co/Lvm6SD4iAN|216776631.0|en|Democratic Party
Tue Jan 25 18:32:00 +0000 2022|1.4860441958360187e+18|At a time when half our people are living paycheck to paycheck, NOW is the time to act boldly in the name of an age… https://t.co/5iY6g27JO4|216776631.0|en|Democratic Party
Tue Jan 25 13:00:36 +0000 2022|1.4859607952677315e+18|Let me congratulate the 8,400 King Soopers workers in Colorado for winning a new contract that includes a pay raise… https://t.co/2zSiUHzxHa|216776631.0|en|Democratic Party
Tue Jan 25 02:31:00 +0000 2022|1.485802351940313e+18|"""Strikes absolutely work. They show the company that they can't run without workers. They show that the real power… https://t.co/cKITk6Nb9m"|216776631.0|en|Democratic Party
Tue Jan 25 02:26:00 +0000 2022|1.4858010935861125e+18|"""You're not alone. You're never alone when you're in a union."" - Andres Becerril of @UFCW_7 on the power of a union https://t.co/E1ZAbxNpJQ"|216776631.0|en|Democratic Party
Tue Jan 25 02:19:00 +0000 2022|1.4857993319574036e+18|"""Kroger has done very well through the pandemic. But our workers haven't done great — you know what they got? They… https://t.co/6Q0TfHVSfh"|216776631.0|en|Democratic Party
Tue Jan 25 02:12:00 +0000 2022|1.485797570488197e+18|"""When contract time came around, it really hurt a lot of us to see what they really thought of us. Thank god we hav… https://t.co/MwBWLbNdkj"|216776631.0|en|Democratic Party
Tue Jan 25 02:04:37 +0000 2022|1.4857957124367729e+18|"""We didn't get to stay home, you know — you can't scan groceries on a Zoom call. We were there, on the frontlines.""… https://t.co/nE7WX4XChy"|216776631.0|en|Democratic Party
Tue Jan 25 01:57:49 +0000 2022|1.4857940041051095e+18|78% of Kroger workers struggle to keep food on the table while Kroger pays its CEO $22 MILLION. That is corporate g… https://t.co/G1jxcH8NJG|216776631.0|en|Democratic Party
Tue Jan 25 01:43:30 +0000 2022|1.4857903989538898e+18|LIVE: If workers are considered essential enough to work during a pandemic, they are essential enough to get a dece… https://t.co/O0GGLAJN8A|216776631.0|en|Democratic Party
Mon Jan 24 23:46:00 +0000 2022|1.4857608282510295e+18|TONIGHT AT 8:30 PM ET: Join me and essential workers from Colorado grocery stores for an important discussion on th… https://t.co/Bqy8uySZL0|216776631.0|en|Democratic Party
Mon Jan 24 21:46:00 +0000 2022|1.485730629534851e+18|You're not going to hear about this in the corporate media, but if income inequality in this country had remained t… https://t.co/NuBk4zUPAA|216776631.0|en|Democratic Party
Mon Jan 24 19:59:00 +0000 2022|1.4857037019436442e+18|The essential workers who have kept this country moving have put themselves at great risk during a deadly pandemic.… https://t.co/5TEkHQfLfA|216776631.0|en|Democratic Party
Mon Jan 24 15:30:00 +0000 2022|1.4856360084105544e+18|Here's a radical idea: the workers who quite literally keep this country fed should not be paid so poorly that they… https://t.co/3a2ngm5LnV|216776631.0|en|Democratic Party
Sun Jan 23 20:20:41 +0000 2022|1.485346773451391e+18|After six months of negotiating behind closed doors, it is time for a new direction. We need to bring enormously po… https://t.co/Jrg6bICFgu|216776631.0|en|Democratic Party
Sun Jan 23 17:04:12 +0000 2022|1.4852973257571082e+18|If Republicans want to vote over and over against lowering the cost of prescription drugs, expanding Medicare, guar… https://t.co/RGdL7Y1IFB|216776631.0|en|Democratic Party
Sat Jan 22 19:31:01 +0000 2022|1.4849718842110525e+18|"🔊 SOLIDARITY IN AISLE 7 🔊 

On Monday night, we will hold a special livestream to hear directly from grocery worker… https://t.co/F9SWMClFzu"|216776631.0|en|Democratic Party
Sat Jan 22 16:48:00 +0000 2022|1.484930862554751e+18|Abortion is a constitutional right. https://t.co/FNRsYED5Ct|216776631.0|en|Democratic Party
Sat Jan 22 01:57:23 +0000 2022|1.4847067293717832e+18|No, the wealthiest people and most powerful corporations in the country cannot continue to have it all.|216776631.0|en|Democratic Party
Fri Jan 21 19:13:04 +0000 2022|1.484604981101609e+18|The American people should not have to fight tooth-and-nail against wealthy and powerful corporate interests for de… https://t.co/Uk0ra5DN8Q|216776631.0|en|Democratic Party
Fri Jan 21 17:03:33 +0000 2022|1.4845723850094428e+18|When we have the courage to take on the powerful special interests and fight for the needs of the American people,… https://t.co/ZS8eUHvM6y|216776631.0|en|Democratic Party
Thu Jan 20 22:57:21 +0000 2022|1.4842990339633357e+18|I’m proud to stand with over 8,000 UFCW Local 7 workers in Colorado who are on strike right now. https://t.co/prMYXsr94y|216776631.0|en|Democratic Party
Thu Jan 20 22:32:27 +0000 2022|1.4842927698374287e+18|This is what oligarchy is about. This is what economic and political power is about.  BlackRock, the largest privat… https://t.co/9PrfdlSXJY|216776631.0|en|Democratic Party
Thu Jan 20 16:02:44 +0000 2022|1.4841946922291773e+18|Yes, the challenges we face are enormous. It is easy to understand why many may fall into depression and cynicism.… https://t.co/WhwuKkyybt|216776631.0|en|Democratic Party
Wed Jan 19 02:00:56 +0000 2022|1.483620458771759e+18|We cannot have a moral society when so few have so much, and so many have so little. https://t.co/fQhdVB1ZWa|216776631.0|en|Democratic Party
Tue Jan 18 20:27:29 +0000 2022|1.483536543495209e+18|Pharma want us to raise Medicare premiums for 57 million seniors in order to cover a $28,200 a year Alzheimer's dru… https://t.co/q8TfSo6GVq|216776631.0|en|Democratic Party
Tue Jan 18 17:44:42 +0000 2022|1.4834955799300506e+18|This is what corporate greed is about. Over 8,000 Kroger employees in Colorado are on strike for decent wages and w… https://t.co/vPHPfvAVaQ|216776631.0|en|Democratic Party
Mon Jan 17 20:31:37 +0000 2022|1.4831751974527713e+18|Dr. King was a great civil rights leader, but he was more than that. He was a political revolutionary who summoned… https://t.co/oUPMvIGMLS|216776631.0|en|Democratic Party
Mon Jan 17 18:23:16 +0000 2022|1.4831428949407334e+18|Let us not forget where Dr. King was when he was assassinated. He was marching with exploited sanitation workers in… https://t.co/cBoROPyMnd|216776631.0|en|Democratic Party
Sun Jan 16 18:11:45 +0000 2022|1.4827776091257446e+18|Class warfare in this country is intensifying. Greed is on the rise. Our opponents want us to feel weak. But instea… https://t.co/lNw4UUpZOG|216776631.0|en|Democratic Party
